dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
2673,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,161,207,207,1,29,131,0,And we all sat in this kind of abandoned little room in the back of a building that was kind of the only place that fits all of us.,And we all sat in this kind of abandoned little room in the back of a building that was kind of the only place that fits all of us.
2674,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,162,208,208,1,29,162,0,"A few of our top experts in the company huddle up in the space that you guys are seeing here and just start prototyping, building something customers really want.","A few of our top experts in the company huddle up in the space that you guys are seeing here and just start prototyping, building something customers really want."
2675,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,163,209,209,1,20,116,0,"And we looked in the field and automotive, things were a little more traditional in terms of design and interaction.","And we looked in the field and automotive, things were a little more traditional in terms of design and interaction."
2676,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,164,210,211,2,32,181,0,"We wanted, again, to develop something next gen. Some of the myths that we dispelled for ourselves, we thought, well, phones and tablets are very swipey, so maybe you need to swipe.","We wanted, again, to develop something next gen. Some of the myths that we dispelled for ourselves, we thought, well, phones and tablets are very swipey, so maybe you need to swipe."
2677,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,165,212,212,1,12,51,0,So some of the concepts had a lot of swiping in it.,So some of the concepts had a lot of swiping in it.
2678,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,166,213,213,1,32,171,0,"And it was only when we started testing it with real customers and frankly putting them in a car and seeing how it feels when you drive, we realized, yeah, swiping's good.","And it was only when we started testing it with real customers and frankly putting them in a car and seeing how it feels when you drive, we realized, yeah, swiping's good."
2679,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,167,214,214,1,80,395,0,when you're looking at the screen but you're driving a car you're not supposed to be looking at the screen it doesn't work for that so those ones didn't work at all and we put them aside and another one we were trying you know everybody was talking about you know i just want to get to the volume control easily and so we ended up with a physical volume control we said what if and we put we had,when you're looking at the screen but you're driving a car you're not supposed to be looking at the screen it doesn't work for that so those ones didn't work at all and we put them aside and another one we were trying you know everybody was talking about you know i just want to get to the volume control easily and so we ended up with a physical volume control we said what if and we put we had
2680,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,168,214,214,1,57,306,0,a swivel control we put it on a tv started using it and we tested that quickly and everybody loved the physical control knob bonded to the screen not as most traditional cars separate and so it's actually bonded to onto the screen and you can see through that control knob And it uses a certain technology.,a swivel control we put it on a tv started using it and we tested that quickly and everybody loved the physical control knob bonded to the screen not as most traditional cars separate and so it's actually bonded to onto the screen and you can see through that control knob And it uses a certain technology.
2681,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,169,215,216,2,12,66,0,It's not wired to the screen. The screen detects the control knob.,It's not wired to the screen. The screen detects the control knob.
2682,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,170,217,218,2,21,124,0,"And when we tested that, people went crazy for it. Because you've now got a combination of physical control and touchscreen.","And when we tested that, people went crazy for it. Because you've now got a combination of physical control and touchscreen."
2683,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,171,219,219,1,14,74,0,I think some of the memories I have of developing this is the discussions.,I think some of the memories I have of developing this is the discussions.
2684,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,172,220,221,2,27,136,0,So you'll notice on the next slide. We'll go through kind of in depth some of the aspects of our modern HMI and our kind of interaction.,So you'll notice on the next slide. We'll go through kind of in depth some of the aspects of our modern HMI and our kind of interaction.
2685,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,173,222,222,1,27,139,0,"So here with what we were trying to accomplish, as you notice here, our design team did a fantastic job with bringing in a fresh new theme.","So here with what we were trying to accomplish, as you notice here, our design team did a fantastic job with bringing in a fresh new theme."
2686,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,174,223,223,1,16,94,0,"Again, this is sometimes things that are brushed to the side when building an overall vehicle.","Again, this is sometimes things that are brushed to the side when building an overall vehicle."
2687,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,175,224,225,2,21,133,0,"automotive companies traditionally are looking to invest in certain areas. But now, I mean, with this new age, software is important.","automotive companies traditionally are looking to invest in certain areas. But now, I mean, with this new age, software is important."
2688,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,176,226,226,1,14,68,0,"And what do you think, Darren, about kind of the theming part of it?","And what do you think, Darren, about kind of the theming part of it?"
2689,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,177,227,227,1,20,96,0,"I know that's one thing that you really pushed us hard on, kind of a modern theme and modern UI.","I know that's one thing that you really pushed us hard on, kind of a modern theme and modern UI."
2690,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,178,228,228,1,56,290,0,"Yeah, so, you know, so another one of the things we learned as we went was we were looking at what do people want and we started it, you know, I want certain things on the screen and then we speak to the next person and they want something different and the next person something different.","Yeah, so, you know, so another one of the things we learned as we went was we were looking at what do people want and we started it, you know, I want certain things on the screen and then we speak to the next person and they want something different and the next person something different."
2691,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,179,229,230,2,15,90,0,"So the realisation was people, I want my stuff. Trouble is everybody's stuff is different.","So the realisation was people, I want my stuff. Trouble is everybody's stuff is different."
2692,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,180,231,231,1,24,117,0,And so one of the principles of this system is that you see the main screen there at the top and there's these cards.,And so one of the principles of this system is that you see the main screen there at the top and there's these cards.
2693,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,181,232,232,1,14,60,0,"As you use it, the things you use most will move to the top.","As you use it, the things you use most will move to the top."
2694,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,182,233,233,1,21,100,0,"And after we find after about an hour, all of the things that you commonly use will be at the front.","And after we find after about an hour, all of the things that you commonly use will be at the front."
2695,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,183,234,234,1,12,64,0,And you'll notice that the cards at the bottom are still usable.,And you'll notice that the cards at the bottom are still usable.
2696,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,184,235,235,1,20,95,0,"So while you have nav up, you can answer a phone call, meet the call or even call key contacts.","So while you have nav up, you can answer a phone call, meet the call or even call key contacts."
